student_id,data_split,age,semester,program_stream,institution_type,residence_mode,scholarship_holder,current_gpa,failed_subjects,backlog_count,credits_completion_ratio,attendance_pct,attendance_velocity_14d,consecutive_absent_days,lms_active_hours_week,lms_activity_velocity_pct,assignment_completion_pct,avg_assignment_delay_days,missed_assessments,fee_overdue_days,scholarship_delay_days,financial_support_requested,paid_work_hours_week,family_responsibility_hours_week,course_satisfaction_1_5,career_uncertainty_1_5,prerequisite_gap_score,language_transition_score,commute_minutes_one_way,hostel_issue_score,campus_belonging_1_5,mentor_interactions_month,overwhelmed_score_1_5,support_requested,F1_academic_difficulty,F2_attendance_decline,F3_low_engagement,F4_financial_stress,F5_work_pressure,F6_family_responsibility,F7_course_mismatch,F8_transition_language_gap,F9_commute_housing,F10_low_belonging_support,F11_wellbeing_support_need,synthetic_risk_probability,risk_tier,dominant_risk_factor,secondary_risk_factor,dropout_label,student_outcome,confirmed_exit_reason,generation_version
SYN00057,TRAIN,20,6,Engineering/Technology,Government,Hostel,1,9.04,0,2,1.0,87.6,-6.6,5,10.3,-28.4,64.1,6.9,3,40,16,0,11.0,5.3,4.8,1.1,0.332,0.054,17,0.357,2.4,2,2.5,0,7.0,31.8,52.8,40.4,23.0,11.6,8.6,15.1,48.6,44.6,37.2,0.1289,LOW,Low learning engagement,Commute / housing / accessibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00058,VALID,20,2,Arts/Humanities,Government,PG/Rented,0,7.24,3,5,0.795,100.0,4.7,2,8.5,-19.2,69.4,3.5,3,26,0,1,0.0,5.5,3.4,2.6,0.261,0.165,47,0.085,2.6,2,2.0,0,40.4,0.0,36.5,11.7,7.5,14.3,36.8,19.7,44.9,50.7,31.1,0.0831,LOW,Low belonging / weak mentor support,Commute / housing / accessibility,1,DROPOUT,ACADEMIC_DIFFICULTY,SIH_SYN_V1_2026-08-22
SYN00059,TRAIN,21,2,Commerce/Management,Private,With Family,0,7.54,4,4,0.752,73.9,1.4,4,10.6,-5.5,67.6,5.9,2,44,0,1,5.8,8.9,4.7,1.8,0.417,0.297,42,0.013,3.8,3,2.0,1,39.9,40.4,36.0,35.2,19.9,32.5,12.9,28.0,18.8,35.4,41.2,0.2224,LOW,Wellbeing / support need,Attendance decline,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00060,TRAIN,22,2,Science,Government,Hostel,0,6.53,3,3,0.765,78.8,8.4,1,12.2,-13.7,68.4,5.8,3,16,0,1,0.0,2.1,5.0,1.1,0.642,0.472,15,0.375,4.9,2,3.3,0,50.9,39.3,36.9,5.9,10.5,3.2,10.1,71.8,35.9,7.7,54.7,0.1514,LOW,Transition / language / prerequisite gap,Wellbeing / support need,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00061,TRAIN,19,2,Science,Private,With Family,0,6.66,4,4,0.592,83.9,-5.5,5,8.7,-22.6,64.2,6.5,2,24,0,0,14.5,9.4,4.3,2.7,0.494,0.309,85,0.067,3.9,3,1.9,0,57.1,33.8,40.9,40.9,24.1,24.0,29.8,26.7,41.8,18.1,38.6,0.2822,LOW,Academic difficulty,Commute / housing / accessibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00062,TRAIN,22,2,Engineering/Technology,Private,With Family,1,7.3,3,2,0.719,77.6,7.9,5,8.8,-21.3,56.2,7.7,2,11,7,0,0.0,3.6,3.0,2.4,0.314,0.136,46,0.022,3.6,1,2.9,0,52.0,32.1,51.1,15.6,15.6,11.1,28.8,34.4,39.8,32.7,57.1,0.2351,LOW,Wellbeing / support need,Academic difficulty,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00063,VALID,22,5,Commerce/Management,Government-Aided,With Family,0,7.22,1,2,0.975,73.9,0.2,3,10.1,0.7,76.2,5.6,2,15,0,1,0.0,6.7,2.4,2.5,0.063,0.163,85,0.225,2.5,2,4.3,0,16.1,30.0,43.2,31.1,38.9,24.8,43.6,23.3,59.8,75.3,61.3,0.3956,LOW,Low belonging / weak mentor support,Wellbeing / support need,1,DROPOUT,FINANCIAL_CONSTRAINT,SIH_SYN_V1_2026-08-22
SYN00064,TRAIN,19,3,Engineering/Technology,Government,Hostel,0,6.19,1,2,0.692,76.5,2.8,0,7.8,-5.6,66.5,5.1,1,7,0,0,0.0,9.6,2.9,2.8,0.287,0.164,17,0.495,2.4,3,3.0,1,37.1,47.0,45.5,4.5,6.4,50.6,41.8,13.4,64.6,47.6,48.9,0.3213,LOW,Commute / housing / accessibility,Family/domestic responsibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00065,TRAIN,22,5,Arts/Humanities,Government-Aided,With Family,1,7.81,2,2,0.832,93.5,4.0,0,10.6,-1.8,87.1,0.0,1,36,1,1,7.8,0.0,3.8,2.9,0.167,0.104,61,0.037,2.5,2,1.9,1,26.6,17.3,20.4,13.0,12.1,20.5,40.5,12.8,32.7,60.2,26.9,0.1139,LOW,Low belonging / weak mentor support,Course mismatch / low interest,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00066,TRAIN,19,4,Engineering/Technology,Government-Aided,Hostel,1,5.08,3,6,0.659,82.4,-1.6,5,10.8,-16.5,70.1,4.2,3,36,24,1,15.5,8.4,4.2,1.7,0.545,0.293,8,0.107,4.3,4,3.3,0,65.3,39.2,45.1,26.9,40.2,2.4,29.5,39.8,15.9,37.8,52.8,0.3853,LOW,Academic difficulty,Wellbeing / support need,1,DROPOUT,ACADEMIC_DIFFICULTY,SIH_SYN_V1_2026-08-22
SYN00067,TEST,20,1,Engineering/Technology,Private,With Family,1,5.67,3,5,0.563,76.9,-11.0,3,11.7,-12.1,66.4,7.4,2,49,26,0,11.9,9.8,3.0,3.1,0.219,0.202,41,0.154,3.5,4,2.3,0,53.9,46.6,44.7,44.5,28.8,16.7,47.7,21.9,47.5,20.7,41.3,0.3905,LOW,Academic difficulty,Course mismatch / low interest,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00068,TRAIN,19,2,Science,Private,With Family,0,6.94,3,2,0.774,84.5,-8.0,5,12.8,-15.3,73.4,5.2,3,38,0,0,0.0,5.6,3.2,2.0,0.318,0.375,45,0.17,1.2,2,4.3,1,31.8,41.2,41.7,44.4,25.9,22.8,23.6,47.3,12.6,68.9,74.1,0.4268,MODERATE,Wellbeing / support need,Low belonging / weak mentor support,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00069,TEST,21,6,Science,Private,Hostel,0,6.12,4,4,0.778,80.3,-18.1,2,9.8,-2.3,66.8,5.2,1,40,0,1,0.0,3.8,4.7,1.2,0.462,0.431,12,0.114,4.1,5,4.5,0,50.6,43.4,41.8,59.3,44.4,23.3,2.7,26.0,29.5,15.2,90.9,0.5029,MODERATE,Wellbeing / support need,Financial stress,1,DROPOUT,EMPLOYMENT_PRESSURE,SIH_SYN_V1_2026-08-22
SYN00070,TEST,19,1,Engineering/Technology,Government,Hostel,1,6.52,2,1,0.853,76.6,-0.9,2,11.0,-16.3,71.5,2.6,2,31,25,0,0.0,11.0,4.0,2.0,0.184,0.297,16,0.227,3.6,3,2.8,1,25.4,23.3,35.4,43.0,26.1,35.8,38.4,33.0,21.3,19.4,45.1,0.215,LOW,Wellbeing / support need,Financial stress,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00071,TRAIN,20,7,Commerce/Management,Government,Hostel,1,5.68,3,3,0.794,73.6,-15.7,6,13.4,-32.2,70.1,7.0,2,46,58,1,27.4,7.1,4.6,1.0,0.437,0.209,10,0.018,3.2,3,3.7,1,54.0,51.7,41.6,39.2,46.6,53.5,13.1,30.4,2.7,30.0,57.6,0.4815,MODERATE,Wellbeing / support need,Academic difficulty,1,DROPOUT,FINANCIAL_CONSTRAINT,SIH_SYN_V1_2026-08-22
SYN00072,TRAIN,23,6,Health/Allied,Government-Aided,With Family,0,8.81,1,1,0.927,82.5,-5.9,3,13.7,9.7,89.2,7.7,2,27,0,0,0.0,6.9,3.9,1.6,0.074,0.079,19,0.049,3.9,3,1.7,0,16.0,22.6,25.7,34.5,25.7,10.1,27.8,16.9,38.2,23.4,13.7,0.0983,LOW,Commute / housing / accessibility,Financial stress,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00073,TRAIN,21,1,Science,Government,With Family,0,7.12,2,3,0.803,89.5,1.7,4,12.4,19.8,83.6,4.0,1,53,0,0,0.0,11.4,2.6,2.7,0.414,0.351,47,0.11,3.1,2,2.1,0,35.1,26.5,36.6,26.2,16.5,17.7,48.2,53.3,37.2,26.1,33.9,0.1642,LOW,Transition / language / prerequisite gap,Course mismatch / low interest,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00074,TRAIN,18,1,Commerce/Management,Government-Aided,With Family,0,7.8,2,2,0.758,80.5,-0.6,4,16.2,11.6,87.9,2.1,3,0,0,1,0.0,13.3,4.1,2.5,0.225,0.158,60,0.003,2.8,3,3.1,0,31.9,37.2,22.5,11.9,9.3,54.3,25.9,21.9,45.4,46.0,51.3,0.169,LOW,Family/domestic responsibility,Wellbeing / support need,1,DROPOUT,FAMILY_RESPONSIBILITY,SIH_SYN_V1_2026-08-22
SYN00075,TRAIN,22,2,Engineering/Technology,Government,Hostel,1,7.01,3,4,0.644,76.9,-8.2,1,10.2,-5.6,67.1,8.2,1,66,28,1,17.1,5.8,3.8,1.9,0.471,0.367,22,0.192,3.5,3,2.3,1,56.3,38.2,41.4,58.6,44.8,20.3,24.1,53.3,29.0,18.0,34.8,0.4485,MODERATE,Financial stress,Academic difficulty,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00076,TEST,20,1,Engineering/Technology,Private,PG/Rented,1,5.88,2,5,0.679,75.5,0.7,3,7.3,-34.8,70.9,3.3,1,0,0,0,0.0,3.1,3.0,2.8,0.551,0.494,17,0.073,3.1,3,2.1,0,64.2,26.7,37.1,1.5,30.6,5.9,43.2,56.7,24.6,52.4,27.0,0.221,LOW,Academic difficulty,Transition / language / prerequisite gap,0,TRANSFERRED,,SIH_SYN_V1_2026-08-22
SYN00077,TEST,20,6,Commerce/Management,Government,PG/Rented,1,6.38,3,6,0.596,64.1,-20.1,5,13.0,5.1,68.6,8.1,2,50,29,0,12.7,2.9,4.8,1.9,0.472,0.402,58,0.045,4.6,3,4.7,1,68.6,55.8,43.8,36.4,26.9,17.0,17.8,30.0,67.1,11.0,81.0,0.5492,MODERATE,Wellbeing / support need,Academic difficulty,1,DROPOUT,EMPLOYMENT_PRESSURE,SIH_SYN_V1_2026-08-22
SYN00078,TRAIN,20,2,Arts/Humanities,Government-Aided,With Family,1,5.85,4,6,0.657,73.0,7.9,3,11.0,4.0,72.2,6.0,2,7,5,1,0.0,15.0,4.9,1.4,0.763,0.582,12,0.0,4.3,5,2.6,1,57.6,34.4,44.3,26.9,32.4,16.8,13.5,77.9,6.7,22.1,33.9,0.2792,LOW,Transition / language / prerequisite gap,Academic difficulty,1,DROPOUT,ACADEMIC_DIFFICULTY,SIH_SYN_V1_2026-08-22
SYN00079,TRAIN,19,8,Engineering/Technology,Private,With Family,0,6.75,2,3,0.803,88.5,-9.7,3,10.9,-7.5,68.0,5.7,2,27,0,1,0.0,7.8,3.0,3.7,0.279,0.0,40,0.09,4.2,2,3.2,1,47.2,27.6,37.0,25.4,24.4,50.8,64.9,4.4,33.5,24.1,52.7,0.3231,LOW,Course mismatch / low interest,Wellbeing / support need,1,DROPOUT,COMMUTE_HOUSING_ACCESS,SIH_SYN_V1_2026-08-22
SYN00080,TRAIN,24,8,Engineering/Technology,Private,PG/Rented,0,7.94,1,3,0.915,88.9,-0.6,1,15.1,2.4,100.0,0.0,0,11,0,0,0.7,7.7,4.7,2.2,0.123,0.159,5,0.0,4.4,4,2.8,1,23.9,10.9,10.3,19.4,22.1,26.6,4.9,0.8,3.0,29.9,61.3,0.0596,LOW,Wellbeing / support need,Low belonging / weak mentor support,0,GRADUATED,,SIH_SYN_V1_2026-08-22
SYN00081,TRAIN,20,7,Commerce/Management,Government,Hostel,0,7.0,2,3,0.832,77.9,-0.4,2,8.9,-3.0,69.4,5.1,1,54,0,1,19.0,3.3,3.6,2.2,0.094,0.019,13,0.036,2.8,3,3.3,1,25.0,28.9,31.4,48.2,47.7,33.7,38.2,5.9,14.4,47.0,52.5,0.3062,LOW,Wellbeing / support need,Financial stress,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00082,TEST,21,3,Engineering/Technology,Government-Aided,With Family,1,5.76,3,3,0.765,83.7,-3.8,2,6.6,-2.5,78.2,2.2,1,21,0,0,12.7,7.0,4.6,1.4,0.394,0.227,49,0.0,4.3,4,3.0,1,56.8,31.2,27.0,23.1,33.0,22.7,26.6,23.8,30.2,17.2,52.5,0.2365,LOW,Academic difficulty,Wellbeing / support need,1,DROPOUT,WELLBEING_SUPPORT_NEED,SIH_SYN_V1_2026-08-22
SYN00083,TRAIN,18,1,Arts/Humanities,Private,With Family,0,5.97,3,4,0.595,74.4,-15.4,3,10.5,22.4,65.9,1.6,1,60,0,1,8.9,9.7,4.1,2.6,0.462,0.447,55,0.075,3.7,2,4.0,1,53.7,48.5,27.6,17.6,18.1,33.1,29.6,52.7,32.4,23.7,80.2,0.4023,MODERATE,Wellbeing / support need,Academic difficulty,0,TEMPORARY_BREAK,,SIH_SYN_V1_2026-08-22
SYN00084,TRAIN,20,2,Commerce/Management,Private,Hostel,0,5.52,4,7,0.606,74.7,-9.8,6,9.0,-42.0,60.9,6.3,2,95,0,1,0.0,0.0,4.1,2.4,0.535,0.367,14,0.099,3.0,3,4.1,0,73.8,58.6,55.4,71.5,57.7,17.8,32.2,39.2,10.7,29.2,73.5,0.8181,CRITICAL,Academic difficulty,Wellbeing / support need,1,DROPOUT,FINANCIAL_CONSTRAINT,SIH_SYN_V1_2026-08-22
SYN00085,TRAIN,21,6,Arts/Humanities,Private,With Family,0,6.99,1,2,0.909,90.3,-3.5,0,15.1,-3.2,82.3,3.1,1,10,0,0,7.1,4.7,4.0,1.8,0.249,0.261,28,0.032,3.8,4,2.0,0,20.7,15.7,24.1,1.7,3.4,24.2,22.5,30.2,23.6,26.6,29.3,0.0564,LOW,Transition / language / prerequisite gap,Wellbeing / support need,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00086,TEST,19,3,Engineering/Technology,Government,PG/Rented,0,6.94,2,1,0.801,80.9,-4.4,4,12.9,-14.3,75.6,0.0,2,32,0,0,0.0,9.2,4.6,1.7,0.131,0.22,25,0.028,4.2,3,2.9,0,30.7,17.8,21.2,8.2,11.7,23.0,2.0,18.2,29.9,22.5,55.4,0.0615,LOW,Wellbeing / support need,Academic difficulty,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00087,TEST,23,2,Arts/Humanities,Government,PG/Rented,0,5.01,5,7,0.496,76.5,-7.5,3,12.3,-37.7,59.2,5.3,2,39,0,1,0.0,0.0,4.4,1.6,0.655,0.324,13,0.057,4.9,3,4.5,0,87.6,40.5,49.1,24.2,23.8,14.8,17.0,46.4,4.6,9.5,69.1,0.3704,LOW,Academic difficulty,Wellbeing / support need,0,TEMPORARY_BREAK,,SIH_SYN_V1_2026-08-22
SYN00088,TRAIN,23,3,Science,Private,PG/Rented,0,5.67,2,3,0.684,68.9,-19.4,4,13.1,15.3,77.0,4.2,2,0,0,1,8.0,9.5,4.5,1.9,0.33,0.107,23,0.071,4.8,3,3.9,0,43.6,34.9,32.8,6.8,15.7,19.1,12.1,21.9,22.1,7.0,57.8,0.1426,LOW,Wellbeing / support need,Academic difficulty,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00089,TRAIN,20,2,Arts/Humanities,Government,PG/Rented,1,6.98,1,3,0.864,81.7,4.3,2,9.4,-11.3,67.2,5.7,1,50,36,1,14.9,0.6,3.1,2.5,0.212,0.148,25,0.075,2.3,3,2.2,0,34.6,19.7,39.3,40.4,32.6,7.6,44.5,28.0,16.0,64.6,29.7,0.2396,LOW,Low belonging / weak mentor support,Course mismatch / low interest,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00090,TRAIN,20,2,Science,Government,Hostel,0,6.66,4,4,0.768,75.4,-12.0,5,12.9,-18.0,61.8,5.1,3,68,0,0,17.5,24.4,2.3,2.9,0.213,0.363,25,0.558,5.0,2,3.9,0,38.2,49.0,43.2,33.1,21.4,34.3,43.6,35.7,66.7,26.0,57.7,0.4351,MODERATE,Commute / housing / accessibility,Wellbeing / support need,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00091,TRAIN,27,1,Arts/Humanities,Government,PG/Rented,0,6.44,3,3,0.767,66.8,-2.5,2,9.0,-17.8,69.7,3.7,2,0,0,0,0.0,7.8,2.9,3.0,0.418,0.138,63,0.159,4.2,3,2.2,0,55.2,31.7,35.7,23.3,35.0,38.8,39.4,26.0,64.7,21.9,31.6,0.2927,LOW,Commute / housing / accessibility,Academic difficulty,1,DROPOUT,ACADEMIC_DIFFICULTY,SIH_SYN_V1_2026-08-22
SYN00092,TRAIN,19,4,Other,Government-Aided,Hostel,0,6.22,3,4,0.718,69.1,-12.8,3,6.4,-27.3,71.1,5.8,3,86,0,0,19.1,1.3,4.1,2.3,0.292,0.053,10,0.258,4.1,2,3.7,1,51.1,55.6,40.3,68.1,46.8,9.1,25.6,9.7,29.3,24.1,76.2,0.6116,MODERATE,Wellbeing / support need,Financial stress,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00093,TRAIN,18,3,Commerce/Management,Government-Aided,With Family,1,8.31,1,2,0.849,74.4,-8.6,4,11.0,-3.7,67.9,5.2,0,69,36,0,6.5,4.1,4.3,1.6,0.124,0.125,39,0.034,4.3,1,4.7,1,26.2,33.7,33.9,40.8,32.6,44.3,17.8,27.5,23.3,32.3,73.3,0.283,LOW,Wellbeing / support need,Family/domestic responsibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00094,TRAIN,23,6,Other,Government,With Family,1,6.96,4,3,0.781,77.2,2.5,4,13.3,-32.3,83.5,2.0,2,92,20,0,0.0,10.5,3.3,1.8,0.066,0.041,19,0.0,3.6,5,4.2,0,39.9,39.0,40.6,35.1,24.1,27.5,31.0,1.1,23.4,23.4,72.4,0.2707,LOW,Wellbeing / support need,Low learning engagement,1,DROPOUT,WELLBEING_SUPPORT_NEED,SIH_SYN_V1_2026-08-22
SYN00095,TRAIN,21,4,Science,Private,With Family,1,7.92,1,1,0.736,69.1,-4.4,4,11.8,16.8,65.1,4.9,2,35,27,1,0.0,12.0,3.3,1.8,0.257,0.083,52,0.103,2.8,5,2.0,0,25.5,38.2,35.7,12.1,21.3,26.5,27.5,24.3,43.7,37.1,19.9,0.107,LOW,Commute / housing / accessibility,Attendance decline,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00096,TEST,21,6,Engineering/Technology,Private,With Family,0,9.0,0,0,0.965,76.0,0.4,2,12.7,-28.5,78.2,0.5,0,51,0,0,0.0,12.0,3.3,3.0,0.048,0.0,41,0.07,3.3,4,2.0,0,2.0,30.4,34.1,62.0,36.5,27.0,41.2,5.4,10.4,21.9,28.1,0.1659,LOW,Financial stress,Course mismatch / low interest,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00097,TRAIN,22,2,Engineering/Technology,Private,Hostel,0,7.57,2,3,0.865,83.8,-3.2,1,9.4,-5.2,65.8,3.3,0,8,0,0,0.0,11.7,3.7,2.0,0.576,0.417,8,0.3,3.1,4,2.1,0,29.0,17.4,35.4,20.3,23.8,50.6,32.7,54.1,26.0,37.0,45.5,0.1625,LOW,Transition / language / prerequisite gap,Family/domestic responsibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00098,TRAIN,21,1,Commerce/Management,Government-Aided,Hostel,1,6.69,2,2,0.813,66.9,-4.6,5,8.1,-10.0,64.2,4.2,4,119,60,0,0.0,12.0,3.0,2.1,0.299,0.439,13,0.171,2.8,4,3.8,0,37.0,51.4,49.1,60.4,51.8,18.0,36.8,29.7,30.5,48.9,71.6,0.6771,MODERATE,Wellbeing / support need,Financial stress,1,DROPOUT,FINANCIAL_CONSTRAINT,SIH_SYN_V1_2026-08-22
SYN00099,TEST,18,4,Engineering/Technology,Private,With Family,0,7.01,2,2,0.743,58.7,-3.4,5,9.3,5.0,70.8,5.4,2,18,0,1,0.0,25.9,4.0,1.7,0.184,0.156,8,0.073,3.9,3,3.8,1,43.2,54.7,46.2,26.6,21.4,79.4,30.5,18.5,5.2,28.3,83.1,0.4695,MODERATE,Wellbeing / support need,Family/domestic responsibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00100,TRAIN,20,1,Engineering/Technology,Government-Aided,With Family,1,6.13,2,2,0.885,70.0,-12.4,2,9.5,-27.8,68.1,4.4,3,56,0,0,0.0,6.9,4.6,2.3,0.173,0.305,49,0.0,4.8,4,2.7,0,36.0,38.1,34.3,21.1,13.4,10.8,16.6,20.4,33.2,17.7,42.0,0.1049,LOW,Wellbeing / support need,Attendance decline,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00101,TRAIN,19,4,Commerce/Management,Private,With Family,0,5.29,2,5,0.699,78.9,-1.6,6,11.3,-16.3,73.6,5.2,2,57,0,1,0.0,15.3,3.2,2.0,0.246,0.125,33,0.058,4.0,3,5.0,0,60.4,54.8,32.8,53.6,34.5,47.8,28.7,4.5,0.9,13.4,74.2,0.5231,MODERATE,Wellbeing / support need,Academic difficulty,1,DROPOUT,FINANCIAL_CONSTRAINT,SIH_SYN_V1_2026-08-22
SYN00102,TRAIN,19,3,Engineering/Technology,Private,Hostel,0,8.09,1,3,0.786,82.9,4.0,2,12.4,8.5,79.2,4.4,0,11,0,0,0.0,2.6,4.7,2.3,0.199,0.325,11,0.118,4.4,3,3.0,1,29.8,33.3,30.0,11.0,18.0,29.0,16.1,33.6,11.1,19.8,45.4,0.1293,LOW,Wellbeing / support need,Transition / language / prerequisite gap,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00103,TRAIN,25,2,Commerce/Management,Government,With Family,0,9.48,0,1,0.952,77.0,-12.9,7,6.5,6.1,76.9,3.4,2,84,0,0,30.6,5.6,5.0,2.0,0.103,0.27,50,0.024,4.0,2,3.1,0,17.1,42.4,40.4,56.2,53.3,3.1,13.4,22.7,49.6,22.8,60.7,0.3132,LOW,Wellbeing / support need,Financial stress,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00104,TRAIN,21,1,Education,Government,Hostel,0,7.09,1,4,0.786,83.2,2.5,4,12.4,-7.2,85.2,4.2,2,21,0,1,0.0,15.6,5.0,1.8,0.16,0.143,13,0.038,3.6,3,3.1,1,28.0,36.7,28.3,20.4,20.0,34.4,20.0,20.6,9.5,23.6,48.2,0.1488,LOW,Wellbeing / support need,Attendance decline,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00105,TRAIN,19,3,Arts/Humanities,Government,With Family,1,6.3,3,3,0.797,80.6,-6.9,3,7.4,-31.6,62.8,4.1,2,60,22,0,0.0,14.5,2.7,2.6,0.225,0.216,33,0.141,3.3,3,3.0,0,44.5,37.0,42.2,29.5,36.6,54.2,41.4,15.4,25.0,29.3,53.0,0.399,LOW,Family/domestic responsibility,Wellbeing / support need,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00106,TRAIN,19,5,Other,Government,Hostel,0,8.15,0,3,0.88,85.9,3.6,2,9.1,-9.4,76.9,5.1,2,39,0,0,0.0,5.3,3.6,1.1,0.263,0.218,15,0.309,2.3,3,3.0,1,16.2,24.2,31.5,32.3,34.6,7.5,34.2,30.4,43.9,59.0,53.0,0.2124,LOW,Low belonging / weak mentor support,Wellbeing / support need,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00107,TRAIN,19,1,Engineering/Technology,Government-Aided,With Family,1,9.36,0,1,1.0,82.7,-1.3,2,10.3,8.4,80.3,4.8,1,14,4,0,0.0,6.6,4.5,2.1,0.354,0.309,36,0.0,2.6,3,1.4,0,10.3,22.5,30.8,13.5,10.1,8.2,29.0,48.6,20.2,52.1,26.5,0.1055,LOW,Low belonging / weak mentor support,Transition / language / prerequisite gap,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00108,TRAIN,27,2,Other,Government-Aided,With Family,0,7.4,3,4,0.761,80.6,-2.6,3,10.4,-13.7,71.8,5.7,1,4,0,0,0.0,9.6,3.9,2.1,0.345,0.316,29,0.016,2.7,2,2.1,1,48.7,35.9,35.7,19.4,25.0,19.8,25.5,33.2,16.1,37.4,24.4,0.1492,LOW,Academic difficulty,Low belonging / weak mentor support,0,TEMPORARY_BREAK,,SIH_SYN_V1_2026-08-22
SYN00109,TRAIN,18,1,Commerce/Management,Government-Aided,PG/Rented,0,7.5,0,2,0.783,84.6,-17.7,4,8.9,-19.2,77.3,6.3,1,30,0,1,0.0,2.0,3.1,3.5,0.269,0.227,20,0.0,2.9,2,2.4,0,36.2,26.1,38.6,14.1,23.8,10.9,45.0,34.8,29.0,39.7,33.2,0.1719,LOW,Course mismatch / low interest,Low belonging / weak mentor support,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00110,TRAIN,18,5,Arts/Humanities,Government,PG/Rented,0,5.24,5,6,0.635,65.8,-2.7,3,9.1,-40.7,53.9,7.0,2,38,0,1,0.0,10.9,3.1,3.9,0.339,0.15,7,0.101,3.3,4,2.5,1,73.9,56.9,67.3,14.4,21.7,34.3,72.9,23.0,8.3,30.6,44.3,0.5941,MODERATE,Academic difficulty,Course mismatch / low interest,1,DROPOUT,EMPLOYMENT_PRESSURE,SIH_SYN_V1_2026-08-22
SYN00111,TRAIN,20,8,Science,Government,With Family,0,6.23,2,4,0.866,80.6,-2.6,2,11.0,-15.9,76.9,7.5,3,0,0,0,0.0,16.5,3.4,2.0,0.27,0.036,43,0.245,3.9,3,2.2,0,39.1,33.6,42.6,5.1,17.5,61.9,35.3,18.3,48.1,25.4,37.6,0.2186,LOW,Family/domestic responsibility,Commute / housing / accessibility,1,DROPOUT,COURSE_MISMATCH_OR_LOW_INTEREST,SIH_SYN_V1_2026-08-22
SYN00112,VALID,23,3,Engineering/Technology,Private,With Family,0,6.68,3,3,0.893,81.8,-13.0,2,8.5,-26.0,77.1,5.4,1,24,0,0,0.0,10.3,3.9,1.9,0.248,0.0,35,0.258,4.5,4,2.3,0,30.9,38.2,40.2,13.9,13.8,41.0,34.9,6.2,36.3,18.8,44.1,0.168,LOW,Wellbeing / support need,Family/domestic responsibility,0,CONTINUED,,SIH_SYN_V1_2026-08-22
SYN00113,TEST,19,1,Health/Allied,Government-Aided,With Family,0,8.73,1,4,0.847,81.8,-8.7,3,13.6,13.6,86.6,0.0,1,25,0,0,17.1,7.3,4.6,1.0,0.309,0.218,59,0.055,4.6,4,3.3,0,25.1,19.5,9.2,32.0,33.1,21.2,12.0,27.6,26.4,20.9,50.9,0.0823,LOW,Wellbeing / support need,Employment/work pressure,0,TEMPORARY_BREAK,,SIH_SYN_V1_2026-08-22
SYN00114,TRAIN,20,3,Engineering/Technology,Government,PG/Rented,0,6.31,3,5,0.717,82.6,-11.3,5,11.8,-14.4,78.8,2.8,1,0,0,1,0.0,5.0,5.0,1.8,0.143,0.0,20,0.0,3.9,5,3.0,0,46.5,34.1,33.9,16.6,21.0,27.4,14.9,12.3,10.5,26.8,65.1,0.1997,LOW,Wellbeing / support need,Academic difficulty,0,CONTINUED,,SIH_SYN_V1_2026-08-22
